user_id,avg_likes,avg_comments,avg_engagement,avg_sentiment,neg_post_ratio,total_posts,avg_post_interval,avg_emotional_words,night_activity_ratio,engagement_volatility
u015,147.3,26.75,174.05,0.40193,0.1,20,20463.157894736843,0.4,0.5,82.96700358703168
u016,154.05555555555554,24.88888888888889,178.94444444444446,0.29529444444444447,0.1111111111111111,18,20329.41176470588,0.1111111111111111,0.2222222222222222,78.71428020694042
u017,168.23809523809524,28.80952380952381,197.04761904761904,0.26857142857142857,0.09523809523809523,21,19440.0,0.2857142857142857,0.3333333333333333,70.76332114201269
u018,129.66666666666666,26.666666666666668,156.33333333333334,0.4704190476190476,0.09523809523809523,21,16200.0,0.19047619047619047,0.38095238095238093,80.41164923898361
u019,166.0,30.11111111111111,196.11111111111111,0.18862222222222222,0.16666666666666666,18,16517.647058823528,0.2222222222222222,0.3333333333333333,101.96994302756943
u020,133.6818181818182,26.045454545454547,159.72727272727272,0.4060181818181818,0.045454545454545456,22,19542.85714285714,0.2727272727272727,0.4090909090909091,84.5797351717987
u021,130.16666666666666,22.0,152.16666666666666,0.2868277777777778,0.2222222222222222,18,19058.823529411766,0.3333333333333333,0.3333333333333333,88.22181269558067
u022,165.0,21.19047619047619,186.1904761904762,0.39411904761904765,0.14285714285714285,21,19440.0,0.38095238095238093,0.42857142857142855,93.99926544799115
u023,140.85,26.0,166.85,0.460825,0.05,20,21600.0,0.1,0.25,93.89651358361446
u024,165.1818181818182,25.681818181818183,190.86363636363637,0.19140909090909092,0.13636363636363635,22,18514.285714285714,0.2727272727272727,0.22727272727272727,69.12190435988914
u025,126.73684210526316,28.05263157894737,154.78947368421052,0.26602631578947367,0.15789473684210525,19,18000.0,0.21052631578947367,0.3157894736842105,84.26847238793694
u026,146.10526315789474,17.05263157894737,163.1578947368421,0.43557368421052634,0.05263157894736842,19,20400.0,0.3684210526315789,0.42105263157894735,82.61037273981111
u027,177.72222222222223,23.27777777777778,201.0,0.13477222222222224,0.3333333333333333,18,16517.647058823528,0.3888888888888889,0.2777777777777778,82.2199346086995
u028,129.8421052631579,27.36842105263158,157.21052631578948,0.3379263157894737,0.10526315789473684,19,17000.0,0.15789473684210525,0.3157894736842105,71.82043886385333
u029,171.5,27.2,198.7,0.215605,0.15,20,21600.0,0.25,0.15,87.99288248728448
u030,140.36363636363637,22.59090909090909,162.95454545454547,0.3989181818181818,0.09090909090909091,22,21600.0,0.2727272727272727,0.3181818181818182,93.38169356271437
u031,184.36363636363637,26.818181818181817,211.1818181818182,0.3664636363636364,0.09090909090909091,22,18514.285714285714,0.2727272727272727,0.13636363636363635,70.4709574516754
u032,171.0,25.1,196.1,0.18565,0.15,20,18000.0,0.3,0.35,80.83114303417047
u033,138.3684210526316,22.42105263157895,160.78947368421052,0.39633684210526315,0.05263157894736842,19,19200.0,0.15789473684210525,0.3157894736842105,100.88419045143266
u034,147.15,19.3,166.45,0.334685,0.15,20,19326.315789473683,0.4,0.05,70.79583321071941
u035,154.88888888888889,24.055555555555557,178.94444444444446,0.25283333333333335,0.1111111111111111,18,18000.0,0.2222222222222222,0.16666666666666666,93.26462807341915
u036,148.16666666666666,27.27777777777778,175.44444444444446,0.33653333333333335,0.2222222222222222,18,19058.823529411766,0.3888888888888889,0.2777777777777778,88.44820499772882
u037,130.8,29.0,159.8,0.29098999999999997,0.1,20,21600.0,0.25,0.2,85.29614046923442
u038,143.04761904761904,23.142857142857142,166.1904761904762,0.430152380952381,0.047619047619047616,21,20520.0,0.19047619047619047,0.19047619047619047,74.75668468278876
u039,145.76470588235293,27.058823529411764,172.8235294117647,0.3996176470588235,0.058823529411764705,17,16200.0,0.17647058823529413,0.23529411764705882,95.02712461063265
u040,140.0,27.72222222222222,167.72222222222223,0.3364388888888889,0.05555555555555555,18,14400.0,0.2777777777777778,0.2222222222222222,83.20619713597097
u041,127.0,22.0,149.0,0.36225,0.1,20,12884.21052631579,0.3,0.4,83.59803573617845
u042,162.57142857142858,23.428571428571427,186.0,0.32501428571428576,0.14285714285714285,21,19440.0,0.3333333333333333,0.23809523809523808,86.01220843577961
u043,125.0,25.5,150.5,0.37903333333333333,0.05555555555555555,18,19058.823529411766,0.2777777777777778,0.3333333333333333,78.84478422825444
u044,165.05,26.75,191.8,0.5245650000000001,0.05,20,21600.0,0.35,0.2,103.64087793408241
u045,151.28571428571428,18.333333333333332,169.61904761904762,0.2883952380952381,0.09523809523809523,21,19440.0,0.14285714285714285,0.38095238095238093,93.20808773409966
u046,128.05,29.8,157.85,0.424335,0.1,20,18000.0,0.35,0.25,101.48076042699968
u047,135.95238095238096,24.238095238095237,160.1904761904762,0.3285952380952381,0.09523809523809523,21,21600.0,0.19047619047619047,0.23809523809523808,99.44627647509938
u048,169.7058823529412,22.647058823529413,192.35294117647058,0.38566470588235297,0.0,17,20250.0,0.058823529411764705,0.17647058823529413,75.93907193967296
u049,149.61904761904762,27.38095238095238,177.0,0.3349238095238095,0.09523809523809523,21,20520.0,0.23809523809523808,0.3333333333333333,82.0213386869539
u050,150.42857142857142,28.285714285714285,178.71428571428572,0.08280476190476191,0.19047619047619047,21,18360.0,0.2857142857142857,0.23809523809523808,107.4137527773529
u051,150.6315789473684,21.05263157894737,171.68421052631578,0.37964210526315795,0.10526315789473684,19,15600.0,0.21052631578947367,0.2631578947368421,92.30748894114649
u052,131.0,26.4,157.4,0.399045,0.0,20,22736.842105263157,0.15,0.25,89.79590894443852
u053,148.76190476190476,25.0,173.76190476190476,0.37379047619047623,0.09523809523809523,21,20520.0,0.19047619047619047,0.3333333333333333,76.08344416619477
u054,181.38888888888889,20.444444444444443,201.83333333333334,0.3465388888888889,0.1111111111111111,18,16941.176470588234,0.1111111111111111,0.3888888888888889,83.21499440676328
u055,167.57142857142858,22.61904761904762,190.1904761904762,0.3145809523809524,0.0,21,14400.0,0.09523809523809523,0.14285714285714285,88.26925798239104
u056,135.61904761904762,23.523809523809526,159.14285714285714,0.3714952380952381,0.14285714285714285,21,16200.0,0.38095238095238093,0.2857142857142857,91.7563543926445
u057,147.28571428571428,25.476190476190474,172.76190476190476,0.33994285714285716,0.09523809523809523,21,16200.0,0.23809523809523808,0.3333333333333333,90.05881675988464
u058,186.10526315789474,20.894736842105264,207.0,0.4103894736842105,0.0,19,19000.0,0.15789473684210525,0.3157894736842105,81.65237970268296
u059,132.38888888888889,25.444444444444443,157.83333333333334,0.3452888888888889,0.1111111111111111,18,21600.0,0.2222222222222222,0.1111111111111111,103.29982062509339
u060,128.77777777777777,21.22222222222222,150.0,0.2868833333333333,0.16666666666666666,18,19058.823529411766,0.3333333333333333,0.2222222222222222,77.001145904384
u061,125.85,19.25,145.1,0.314795,0.05,20,13642.105263157895,0.25,0.3,79.44670507559404
u062,135.05263157894737,20.68421052631579,155.73684210526315,0.4892263157894736,0.05263157894736842,19,19200.0,0.2631578947368421,0.3684210526315789,88.19979976373287
u063,158.23809523809524,26.952380952380953,185.1904761904762,0.14902857142857143,0.19047619047619047,21,21600.0,0.23809523809523808,0.23809523809523808,98.04775318568959
u064,160.5,21.318181818181817,181.8181818181818,0.31376818181818183,0.18181818181818182,22,13714.285714285714,0.36363636363636365,0.22727272727272727,91.00216447642298
u065,155.2941176470588,26.176470588235293,181.47058823529412,0.3406294117647059,0.17647058823529413,17,22950.0,0.23529411764705882,0.29411764705882354,82.7882220239229
u066,158.0,26.31578947368421,184.31578947368422,0.43398421052631575,0.15789473684210525,19,14400.0,0.3684210526315789,0.21052631578947367,87.72878194347936
u067,162.5909090909091,26.181818181818183,188.77272727272728,0.3341818181818182,0.09090909090909091,22,14571.42857142857,0.2727272727272727,0.3181818181818182,94.6240339036959
u068,170.05,25.5,195.55,0.32785000000000003,0.15,20,21600.0,0.2,0.2,101.10207192421143
u069,158.0,31.63157894736842,189.6315789473684,0.2299578947368421,0.21052631578947367,19,16000.0,0.2631578947368421,0.2631578947368421,94.99778390767028
u070,149.3,20.65,169.95,0.35806499999999997,0.1,20,18189.473684210527,0.15,0.3,97.17725259057612
u071,130.3,20.8,151.1,0.26464,0.05,20,18947.36842105263,0.15,0.3,102.81147795844586
u072,141.66666666666666,20.285714285714285,161.95238095238096,0.46299999999999997,0.0,21,20520.0,0.2857142857142857,0.2857142857142857,108.62019894590333
u073,132.4,20.2,152.6,0.260585,0.2,20,17052.63157894737,0.35,0.3,95.60246638527359
u074,165.68421052631578,22.210526315789473,187.89473684210526,0.32409473684210527,0.05263157894736842,19,21600.0,0.15789473684210525,0.2631578947368421,69.11415254397139
u075,155.5,26.045454545454547,181.54545454545453,0.17217727272727273,0.13636363636363635,22,20571.428571428572,0.13636363636363635,0.22727272727272727,92.20150152311447
u076,169.95454545454547,24.863636363636363,194.8181818181818,0.2229181818181818,0.18181818181818182,22,12342.857142857143,0.36363636363636365,0.2727272727272727,100.06266434858107
u077,133.9090909090909,28.90909090909091,162.8181818181818,0.36281363636363634,0.09090909090909091,22,20571.428571428572,0.2727272727272727,0.22727272727272727,84.06042971669751
u078,146.94444444444446,22.0,168.94444444444446,0.4974166666666667,0.1111111111111111,18,17788.235294117647,0.2222222222222222,0.3888888888888889,61.73898779846561
u079,102.55555555555556,22.27777777777778,124.83333333333333,0.3087611111111111,0.05555555555555555,18,17788.235294117647,0.16666666666666666,0.2777777777777778,77.71838301729862
u080,176.0,26.045454545454547,202.04545454545453,0.34371818181818187,0.18181818181818182,22,19542.85714285714,0.2727272727272727,0.22727272727272727,96.37302392402005
u081,150.68421052631578,23.05263157894737,173.73684210526315,0.2591,0.10526315789473684,19,19200.0,0.21052631578947367,0.10526315789473684,100.7355405147906
u082,129.66666666666666,25.944444444444443,155.61111111111111,0.32639999999999997,0.16666666666666666,18,18000.0,0.3333333333333333,0.3888888888888889,78.27338131333168
u083,152.44444444444446,23.72222222222222,176.16666666666666,0.0947777777777778,0.2222222222222222,18,19058.823529411766,0.2222222222222222,0.2222222222222222,81.8752638073882
u084,144.47619047619048,30.476190476190474,174.95238095238096,0.22814285714285715,0.09523809523809523,21,21600.0,0.19047619047619047,0.3333333333333333,89.2510370754739
u085,127.5909090909091,24.727272727272727,152.3181818181818,0.26598181818181815,0.18181818181818182,22,19542.85714285714,0.4090909090909091,0.2727272727272727,84.44800393120828
u086,151.4,23.7,175.1,0.36760000000000004,0.1,20,18947.36842105263,0.3,0.15,103.49924993371742
u087,157.45454545454547,21.636363636363637,179.0909090909091,0.3362,0.09090909090909091,22,18000.0,0.13636363636363635,0.045454545454545456,70.48195249640597
u088,138.1,22.65,160.75,0.127415,0.2,20,19326.315789473683,0.2,0.35,90.31982646479996
u089,120.75,23.8,144.55,0.33157000000000003,0.1,20,12505.263157894737,0.1,0.4,81.6613514202984
u090,153.2,21.45,174.65,0.306935,0.15,20,20463.157894736843,0.25,0.3,77.95496338136188
u091,147.31578947368422,18.894736842105264,166.21052631578948,0.05000526315789475,0.2631578947368421,19,16000.0,0.3157894736842105,0.3684210526315789,86.80218823878195
u092,178.0,30.68421052631579,208.68421052631578,0.22578947368421054,0.15789473684210525,19,18000.0,0.21052631578947367,0.47368421052631576,97.41723132518358
u093,126.23809523809524,23.142857142857142,149.38095238095238,0.4502523809523809,0.0,21,16200.0,0.09523809523809523,0.19047619047619047,78.53691882832952
u094,134.1,23.0,157.1,0.20033499999999999,0.15,20,17052.63157894737,0.35,0.3,77.94120591155469
u095,159.52631578947367,24.894736842105264,184.42105263157896,0.19932105263157898,0.21052631578947367,19,19200.0,0.2631578947368421,0.21052631578947367,87.89091457879522
u096,151.75,24.2,175.95,0.27795000000000003,0.2,20,19326.315789473683,0.4,0.2,94.30324825571464
u097,144.5,27.666666666666668,172.16666666666666,0.03200555555555558,0.3888888888888889,18,20329.41176470588,0.3888888888888889,0.05555555555555555,94.52684025932403
u098,138.57894736842104,25.842105263157894,164.42105263157896,0.3202842105263158,0.10526315789473684,19,21600.0,0.2631578947368421,0.3157894736842105,89.65446991984385
u099,129.22222222222223,30.38888888888889,159.61111111111111,0.2956944444444444,0.1111111111111111,18,19058.823529411766,0.2777777777777778,0.2777777777777778,63.03233426899795
u100,156.0,24.80952380952381,180.8095238095238,0.3652142857142857,0.09523809523809523,21,13500.0,0.3333333333333333,0.047619047619047616,81.72797504381167
u101,128.38888888888889,30.77777777777778,159.16666666666666,0.12442777777777778,0.16666666666666666,18,20329.41176470588,0.2222222222222222,0.2777777777777778,87.19096688236891
u102,135.5,28.444444444444443,163.94444444444446,0.37899444444444447,0.1111111111111111,18,16941.176470588234,0.16666666666666666,0.16666666666666666,90.20334689383579
u103,143.0952380952381,22.904761904761905,166.0,0.47029047619047615,0.0,21,19440.0,0.09523809523809523,0.23809523809523808,70.96477999684068
u104,151.21052631578948,21.05263157894737,172.26315789473685,0.40360526315789474,0.05263157894736842,19,21600.0,0.2631578947368421,0.2631578947368421,90.00977854610092
u105,159.05263157894737,22.736842105263158,181.78947368421052,0.31159473684210526,0.05263157894736842,19,20400.0,0.05263157894736842,0.3157894736842105,94.44315100593492
u106,146.55,25.35,171.9,0.40438,0.0,20,17052.63157894737,0.1,0.3,95.45067615762274
u107,164.04761904761904,22.666666666666668,186.71428571428572,0.2182619047619048,0.19047619047619047,21,18000.0,0.2857142857142857,0.09523809523809523,99.6640069719971
u108,127.63157894736842,23.42105263157895,151.05263157894737,0.2815526315789474,0.15789473684210525,19,21600.0,0.3684210526315789,0.21052631578947367,87.06732623806484
u109,146.45,16.25,162.7,0.255425,0.15,20,18947.36842105263,0.3,0.5,81.36991555786904
u110,146.27272727272728,27.227272727272727,173.5,0.11952727272727272,0.13636363636363635,22,16285.714285714286,0.18181818181818182,0.2727272727272727,74.34587765175365
u111,141.77777777777777,27.666666666666668,169.44444444444446,0.24017222222222223,0.16666666666666666,18,16941.176470588234,0.4444444444444444,0.2777777777777778,69.98421857585612
u112,175.95238095238096,30.19047619047619,206.14285714285714,0.30333333333333334,0.09523809523809523,21,18360.0,0.19047619047619047,0.2857142857142857,77.91231334922979
u113,147.7058823529412,28.11764705882353,175.8235294117647,0.34551764705882354,0.058823529411764705,17,18000.0,0.17647058823529413,0.35294117647058826,86.57672557774812
u114,117.77777777777777,24.5,142.27777777777777,0.29106111111111116,0.1111111111111111,18,14823.529411764706,0.16666666666666666,0.16666666666666666,67.36101644087411
u115,162.26315789473685,27.31578947368421,189.57894736842104,0.10796315789473683,0.21052631578947367,19,20400.0,0.2631578947368421,0.2631578947368421,84.46321736542657
u116,138.0,17.11111111111111,155.11111111111111,0.3116833333333333,0.16666666666666666,18,20329.41176470588,0.3333333333333333,0.3888888888888889,108.85170099937582
u117,176.55555555555554,23.055555555555557,199.61111111111111,0.44319444444444445,0.05555555555555555,18,18000.0,0.05555555555555555,0.5,78.84843158490024
u118,163.5,28.818181818181817,192.3181818181818,0.25626818181818184,0.22727272727272727,22,17485.714285714286,0.36363636363636365,0.18181818181818182,98.31019244917557
u119,130.38095238095238,27.904761904761905,158.28571428571428,0.40380000000000005,0.09523809523809523,21,17100.0,0.23809523809523808,0.3333333333333333,103.0980809021889
u120,137.6,26.5,164.1,0.34492,0.15,20,17052.63157894737,0.2,0.35,82.72904409481657
u121,166.52941176470588,25.41176470588235,191.94117647058823,0.24780588235294118,0.17647058823529413,17,18900.0,0.29411764705882354,0.35294117647058826,76.00038699591872
u122,161.5,20.65,182.15,0.383425,0.05,20,18189.473684210527,0.25,0.2,93.97831496792504
u123,140.0,20.571428571428573,160.57142857142858,0.297347619047619,0.09523809523809523,21,19440.0,0.2857142857142857,0.47619047619047616,77.39739751992404
u124,170.66666666666666,17.857142857142858,188.52380952380952,0.3472952380952381,0.09523809523809523,21,12960.0,0.14285714285714285,0.3333333333333333,80.5162213765767
u125,125.5,23.22222222222222,148.72222222222223,0.23540555555555556,0.1111111111111111,18,17788.235294117647,0.16666666666666666,0.3888888888888889,71.11945672024645
u126,127.66666666666667,24.476190476190474,152.14285714285714,0.34353333333333336,0.0,21,18360.0,0.14285714285714285,0.23809523809523808,93.0044545784156
u127,126.85714285714286,26.571428571428573,153.42857142857142,0.3234476190476191,0.14285714285714285,21,17280.0,0.23809523809523808,0.38095238095238093,69.86814111493982
u128,165.0,26.77777777777778,191.77777777777777,0.23107777777777777,0.1111111111111111,18,20329.41176470588,0.2777777777777778,0.2222222222222222,84.3016680845051
u129,183.5,25.833333333333332,209.33333333333334,0.31586111111111115,0.1111111111111111,18,24141.176470588234,0.16666666666666666,0.2222222222222222,85.59411744493
u130,144.15,25.35,169.5,0.243615,0.2,20,18189.473684210527,0.35,0.25,84.76065373186212
u131,145.71428571428572,25.0,170.71428571428572,0.2648142857142857,0.09523809523809523,21,22680.0,0.3333333333333333,0.19047619047619047,88.967490049536
u132,189.73684210526315,28.105263157894736,217.8421052631579,0.40766842105263157,0.10526315789473684,19,18000.0,0.3157894736842105,0.3157894736842105,85.13470578239506
u133,135.28571428571428,26.61904761904762,161.9047619047619,0.3209095238095238,0.14285714285714285,21,21600.0,0.2857142857142857,0.3333333333333333,96.27248036791447
u134,147.42857142857142,26.666666666666668,174.0952380952381,0.09172380952380953,0.3333333333333333,21,15120.0,0.42857142857142855,0.23809523809523808,87.24271016073764
u135,148.65,26.9,175.55,0.387045,0.05,20,21600.0,0.2,0.35,88.55951017313309
u136,130.73684210526315,25.63157894736842,156.3684210526316,0.16899473684210528,0.21052631578947367,19,15600.0,0.3157894736842105,0.3157894736842105,98.28880942650353
u137,124.73684210526316,27.63157894736842,152.3684210526316,0.4921421052631579,0.05263157894736842,19,18000.0,0.2631578947368421,0.3157894736842105,89.12301768175129
u138,138.5,28.166666666666668,166.66666666666666,0.41433333333333333,0.1111111111111111,18,19058.823529411766,0.2777777777777778,0.4444444444444444,100.60113436385356
u139,130.33333333333334,23.761904761904763,154.0952380952381,0.28240476190476194,0.19047619047619047,21,14400.0,0.38095238095238093,0.19047619047619047,78.5594709515694
u140,155.3684210526316,22.842105263157894,178.21052631578948,0.4172421052631579,0.0,19,20400.0,0.21052631578947367,0.21052631578947367,95.23746866961811
u141,141.22222222222223,20.5,161.72222222222223,0.20791666666666664,0.16666666666666666,18,20329.41176470588,0.2777777777777778,0.2222222222222222,86.54737264884649
u142,142.23809523809524,26.761904761904763,169.0,0.26321428571428573,0.14285714285714285,21,21600.0,0.14285714285714285,0.19047619047619047,102.68982422810936
u143,128.22222222222223,24.055555555555557,152.27777777777777,0.3000055555555556,0.05555555555555555,18,22870.58823529412,0.2222222222222222,0.2222222222222222,82.20405425493145
u144,162.41176470588235,32.294117647058826,194.7058823529412,0.320564705882353,0.17647058823529413,17,13500.0,0.29411764705882354,0.35294117647058826,78.71289975750668
u145,150.9,25.35,176.25,0.18707000000000001,0.15,20,14210.526315789473,0.25,0.35,111.00491928407119
u146,164.83333333333334,24.666666666666668,189.5,0.2499666666666667,0.1111111111111111,18,18000.0,0.2222222222222222,0.3333333333333333,92.46700524416009
u147,161.88888888888889,24.0,185.88888888888889,0.31910555555555553,0.16666666666666666,18,19058.823529411766,0.2777777777777778,0.2222222222222222,70.97629172426596
u148,142.26315789473685,26.94736842105263,169.21052631578948,0.31893157894736845,0.15789473684210525,19,11000.0,0.3684210526315789,0.42105263157894735,91.80630512562148
u149,156.68421052631578,24.842105263157894,181.52631578947367,0.14147368421052633,0.3157894736842105,19,14400.0,0.42105263157894735,0.3157894736842105,80.57320234217151
u150,175.0,22.142857142857142,197.14285714285714,0.2896809523809524,0.0,21,12240.0,0.09523809523809523,0.19047619047619047,96.37960661586335
u151,155.22727272727272,29.545454545454547,184.77272727272728,0.24673181818181816,0.09090909090909091,22,21600.0,0.3181818181818182,0.3181818181818182,85.86197773624376
u152,133.95,22.65,156.6,0.18965,0.15,20,14778.947368421053,0.25,0.15,86.80310448001512
u153,157.26315789473685,23.68421052631579,180.94736842105263,0.2939473684210526,0.15789473684210525,19,19000.0,0.21052631578947367,0.10526315789473684,85.11265324668277
u154,122.6842105263158,24.63157894736842,147.31578947368422,0.26329473684210525,0.10526315789473684,19,18000.0,0.10526315789473684,0.3684210526315789,79.73431760232711
u155,157.71428571428572,30.476190476190474,188.1904761904762,0.29344285714285717,0.047619047619047616,21,21600.0,0.047619047619047616,0.3333333333333333,83.49348420542708
u156,129.66666666666666,30.38888888888889,160.05555555555554,0.3440388888888889,0.1111111111111111,18,19058.823529411766,0.3333333333333333,0.3333333333333333,81.11971706516256
u157,115.86363636363636,26.772727272727273,142.63636363636363,0.23947727272727273,0.22727272727272727,22,21600.0,0.2727272727272727,0.45454545454545453,65.35292135019161
u158,115.35,29.9,145.25,0.37706999999999996,0.15,20,15157.894736842105,0.4,0.35,93.55993013205916
u159,131.5,32.0,163.5,0.4182388888888889,0.05555555555555555,18,19058.823529411766,0.1111111111111111,0.2777777777777778,91.740843428329
u160,116.10526315789474,24.842105263157894,140.94736842105263,0.2274631578947368,0.10526315789473684,19,16800.0,0.2631578947368421,0.21052631578947367,84.37052782170015
u161,178.4,18.0,196.4,0.296475,0.2,20,18000.0,0.35,0.1,81.54262688925346
u162,126.36363636363636,22.727272727272727,149.0909090909091,0.2465590909090909,0.09090909090909091,22,18514.285714285714,0.3181818181818182,0.3181818181818182,72.34764556073556
u163,126.95238095238095,17.142857142857142,144.0952380952381,0.42288095238095236,0.047619047619047616,21,18360.0,0.23809523809523808,0.2857142857142857,92.6228399272581
u164,170.3684210526316,27.105263157894736,197.47368421052633,0.3742473684210526,0.05263157894736842,19,21600.0,0.15789473684210525,0.3157894736842105,78.04583298795411
u165,150.8,29.4,180.2,0.31216,0.15,20,18000.0,0.35,0.4,75.19980403109965
u166,132.33333333333334,32.77777777777778,165.11111111111111,0.29388333333333333,0.16666666666666666,18,18000.0,0.2777777777777778,0.4444444444444444,75.31181368846292
u167,144.16666666666666,26.055555555555557,170.22222222222223,0.21220555555555556,0.1111111111111111,18,21600.0,0.2222222222222222,0.16666666666666666,101.47358714901573
u168,163.28571428571428,26.047619047619047,189.33333333333334,0.45015714285714287,0.0,21,17100.0,0.0,0.23809523809523808,102.0859115320686
u169,163.89473684210526,22.0,185.89473684210526,0.41597894736842106,0.10526315789473684,19,17000.0,0.3157894736842105,0.3684210526315789,95.90961876037373
u170,129.66666666666666,21.166666666666668,150.83333333333334,0.2779388888888889,0.1111111111111111,18,21600.0,0.16666666666666666,0.2222222222222222,100.10773608232988
u171,139.0,27.88888888888889,166.88888888888889,0.4171388888888889,0.1111111111111111,18,21600.0,0.2777777777777778,0.3333333333333333,93.53004480404012
u172,117.5625,24.0,141.5625,0.35389375,0.0,16,18720.0,0.0,0.3125,88.18841099222354
u173,170.31578947368422,30.789473684210527,201.10526315789474,0.2773578947368421,0.2631578947368421,19,20400.0,0.42105263157894735,0.2631578947368421,81.89959621175872
u174,130.83333333333334,17.944444444444443,148.77777777777777,0.40557777777777776,0.05555555555555555,18,19058.823529411766,0.2777777777777778,0.2777777777777778,84.79286565130039
u175,200.7058823529412,22.470588235294116,223.1764705882353,0.29913529411764705,0.11764705882352941,17,19125.0,0.23529411764705882,0.29411764705882354,79.30261289367901
u176,119.38095238095238,22.714285714285715,142.0952380952381,0.290852380952381,0.047619047619047616,21,14400.0,0.09523809523809523,0.42857142857142855,74.1545040856621
u177,150.0,27.36842105263158,177.3684210526316,0.30507894736842106,0.15789473684210525,19,20400.0,0.3157894736842105,0.10526315789473684,97.35685248171389
u178,156.25,25.75,182.0,0.1883,0.15,20,21600.0,0.2,0.1,75.8398589827692
u179,174.66666666666666,23.666666666666668,198.33333333333334,0.24731111111111112,0.16666666666666666,18,13764.70588235294,0.2777777777777778,0.2222222222222222,76.87346363840194
u180,181.75,26.35,208.1,0.36724,0.1,20,18947.36842105263,0.15,0.3,86.12530650774272
u181,174.85714285714286,24.333333333333332,199.1904761904762,0.46936190476190476,0.09523809523809523,21,21600.0,0.3333333333333333,0.23809523809523808,94.96242364620812
u182,141.77777777777777,31.166666666666668,172.94444444444446,0.24742777777777775,0.16666666666666666,18,22870.58823529412,0.3333333333333333,0.4444444444444444,62.18896461802076
u183,150.27777777777777,27.833333333333332,178.11111111111111,0.4038666666666667,0.0,18,16941.176470588234,0.16666666666666666,0.3333333333333333,96.90194491394163
u184,127.23809523809524,26.857142857142858,154.0952380952381,0.26858571428571426,0.23809523809523808,21,17100.0,0.47619047619047616,0.19047619047619047,96.29325249564724
u185,164.83333333333334,28.38888888888889,193.22222222222223,0.37322777777777777,0.05555555555555555,18,17788.235294117647,0.16666666666666666,0.3333333333333333,102.0516337336763
u186,154.0,24.7,178.7,0.33726500000000004,0.2,20,15915.78947368421,0.45,0.4,92.57037152464349
u187,139.55555555555554,21.166666666666668,160.72222222222223,0.37899444444444447,0.05555555555555555,18,21600.0,0.1111111111111111,0.2222222222222222,82.79798630370011
u188,173.1,25.85,198.95,0.170015,0.25,20,17052.63157894737,0.4,0.25,99.74835442515487
u189,174.85,23.9,198.75,0.29381,0.1,20,18189.473684210527,0.3,0.2,97.32629600851376
u190,159.0,26.238095238095237,185.23809523809524,0.2786142857142857,0.19047619047619047,21,17280.0,0.2857142857142857,0.23809523809523808,94.81925161163463
u191,177.11764705882354,23.58823529411765,200.7058823529412,0.35761764705882354,0.11764705882352941,17,17550.0,0.23529411764705882,0.29411764705882354,90.07896862328795
u192,159.75,26.6,186.35,0.410785,0.0,20,16105.263157894737,0.1,0.45,94.67077301447313
u193,170.5,26.11111111111111,196.61111111111111,0.14918333333333333,0.1111111111111111,18,20329.41176470588,0.2222222222222222,0.3333333333333333,70.39062344716834
