user_id,avg_likes,avg_comments,avg_engagement,avg_sentiment,neg_post_ratio,total_posts,avg_post_interval,avg_emotional_words,label
u018,129.66666666666666,26.666666666666668,156.33333333333334,0.4704190476190476,0.09523809523809523,21,16200.0,0.09523809523809523,0
u019,166.0,30.11111111111111,196.11111111111111,0.18862222222222222,0.16666666666666666,18,16517.647058823528,0.16666666666666666,0
u020,133.6818181818182,26.045454545454547,159.72727272727272,0.4060181818181818,0.045454545454545456,22,19542.85714285714,0.045454545454545456,0
u021,130.16666666666666,22.0,152.16666666666666,0.2868277777777778,0.2222222222222222,18,19058.823529411766,0.2222222222222222,0
u022,159.0,22.272727272727273,181.27272727272728,0.4001454545454546,0.13636363636363635,22,18514.285714285714,0.13636363636363635,0
u023,140.85,26.0,166.85,0.460825,0.05,20,21600.0,0.05,0
u024,165.1818181818182,25.681818181818183,190.86363636363637,0.19140909090909092,0.13636363636363635,22,18514.285714285714,0.13636363636363635,0
u025,126.73684210526316,28.05263157894737,154.78947368421052,0.26602631578947367,0.15789473684210525,19,18000.0,0.15789473684210525,0
u026,146.10526315789474,17.05263157894737,163.1578947368421,0.43557368421052634,0.05263157894736842,19,20400.0,0.05263157894736842,0
u027,177.6,22.15,199.75,0.09496000000000002,0.35,20,14778.947368421053,0.35,0
u028,129.8421052631579,27.36842105263158,157.21052631578948,0.3379263157894737,0.10526315789473684,19,17000.0,0.10526315789473684,0
u029,171.5,27.2,198.7,0.215605,0.15,20,21600.0,0.15,0
u030,140.36363636363637,22.59090909090909,162.95454545454547,0.3989181818181818,0.09090909090909091,22,21600.0,0.09090909090909091,0
u031,184.36363636363637,26.818181818181817,211.1818181818182,0.3664636363636364,0.09090909090909091,22,18514.285714285714,0.09090909090909091,0
u032,177.0952380952381,24.333333333333332,201.42857142857142,0.1768095238095238,0.14285714285714285,21,17100.0,0.14285714285714285,0
u033,138.3684210526316,22.42105263157895,160.78947368421052,0.39633684210526315,0.05263157894736842,19,19200.0,0.05263157894736842,0
u034,148.0952380952381,20.61904761904762,168.71428571428572,0.3576619047619048,0.14285714285714285,21,18360.0,0.14285714285714285,0
u035,151.94736842105263,24.157894736842106,176.10526315789474,0.28395789473684213,0.10526315789473684,19,17000.0,0.10526315789473684,0
u036,148.16666666666666,27.27777777777778,175.44444444444446,0.33653333333333335,0.2222222222222222,18,19058.823529411766,0.2222222222222222,0
u037,130.8,29.0,159.8,0.29098999999999997,0.1,20,21600.0,0.1,0
u038,143.04761904761904,23.142857142857142,166.1904761904762,0.430152380952381,0.047619047619047616,21,20520.0,0.047619047619047616,0
u039,153.88888888888889,27.88888888888889,181.77777777777777,0.41687222222222226,0.05555555555555555,18,15247.058823529413,0.05555555555555555,0
u040,140.0,27.72222222222222,167.72222222222223,0.3364388888888889,0.05555555555555555,18,14400.0,0.05555555555555555,0
u041,127.0,22.0,149.0,0.36225,0.1,20,12884.21052631579,0.1,0
u042,162.57142857142858,23.428571428571427,186.0,0.32501428571428576,0.14285714285714285,21,19440.0,0.14285714285714285,0
u043,125.0,25.5,150.5,0.37903333333333333,0.05555555555555555,18,19058.823529411766,0.05555555555555555,0
u044,165.38095238095238,27.0,192.38095238095238,0.5020428571428571,0.047619047619047616,21,20520.0,0.047619047619047616,0
u045,151.28571428571428,18.333333333333332,169.61904761904762,0.2883952380952381,0.09523809523809523,21,19440.0,0.09523809523809523,0
u046,128.05,29.8,157.85,0.424335,0.1,20,18000.0,0.1,0
u047,133.77272727272728,24.0,157.77272727272728,0.3136590909090909,0.09090909090909091,22,20571.428571428572,0.09090909090909091,0
u048,162.22222222222223,23.72222222222222,185.94444444444446,0.3642388888888889,0.0,18,19058.823529411766,0.0,0
u049,149.72727272727272,27.727272727272727,177.45454545454547,0.3220454545454545,0.09090909090909091,22,19542.85714285714,0.09090909090909091,0
u050,150.42857142857142,28.285714285714285,178.71428571428572,0.08280476190476191,0.19047619047619047,21,18360.0,0.19047619047619047,0
u051,150.6315789473684,21.05263157894737,171.68421052631578,0.37964210526315795,0.10526315789473684,19,15600.0,0.10526315789473684,0
u052,130.0952380952381,26.714285714285715,156.8095238095238,0.3825,0.0,21,21600.0,0.0,0
u053,148.76190476190476,25.0,173.76190476190476,0.37379047619047623,0.09523809523809523,21,20520.0,0.09523809523809523,0
u054,181.38888888888889,20.444444444444443,201.83333333333334,0.3465388888888889,0.1111111111111111,18,16941.176470588234,0.1111111111111111,0
u055,167.57142857142858,22.61904761904762,190.1904761904762,0.3145809523809524,0.0,21,14400.0,0.0,0
u056,135.61904761904762,23.523809523809526,159.14285714285714,0.3714952380952381,0.14285714285714285,21,16200.0,0.14285714285714285,0
u057,147.28571428571428,25.476190476190474,172.76190476190476,0.33994285714285716,0.09523809523809523,21,16200.0,0.09523809523809523,0
u058,195.33333333333334,20.952380952380953,216.28571428571428,0.40512380952380955,0.0,21,17100.0,0.0,0
u059,132.38888888888889,25.444444444444443,157.83333333333334,0.3452888888888889,0.1111111111111111,18,21600.0,0.1111111111111111,0
u060,128.77777777777777,21.22222222222222,150.0,0.2868833333333333,0.16666666666666666,18,19058.823529411766,0.16666666666666666,0
u061,125.80952380952381,18.61904761904762,144.42857142857142,0.2747238095238095,0.09523809523809523,21,12960.0,0.09523809523809523,0
u062,135.05263157894737,20.68421052631579,155.73684210526315,0.4892263157894736,0.05263157894736842,19,19200.0,0.05263157894736842,0
u063,158.23809523809524,26.952380952380953,185.1904761904762,0.14902857142857143,0.19047619047619047,21,21600.0,0.19047619047619047,0
u064,160.5,21.318181818181817,181.8181818181818,0.31376818181818183,0.18181818181818182,22,13714.285714285714,0.18181818181818182,0
u065,150.22222222222223,24.72222222222222,174.94444444444446,0.36116111111111115,0.16666666666666666,18,21600.0,0.16666666666666666,0
u066,158.0,26.31578947368421,184.31578947368422,0.43398421052631575,0.15789473684210525,19,14400.0,0.15789473684210525,0
u067,162.5909090909091,26.181818181818183,188.77272727272728,0.3341818181818182,0.09090909090909091,22,14571.42857142857,0.09090909090909091,0
u068,170.05,25.5,195.55,0.32785000000000003,0.15,20,21600.0,0.15,0
u069,158.0,31.63157894736842,189.6315789473684,0.2299578947368421,0.21052631578947367,19,16000.0,0.21052631578947367,0
u070,149.3,20.65,169.95,0.35806499999999997,0.1,20,18189.473684210527,0.1,0
u071,131.04545454545453,20.954545454545453,152.0,0.27895454545454546,0.045454545454545456,22,17142.85714285714,0.045454545454545456,0
u072,143.72727272727272,21.045454545454547,164.77272727272728,0.4803272727272727,0.0,22,19542.85714285714,0.0,0
u073,132.4,20.2,152.6,0.260585,0.2,20,17052.63157894737,0.2,0
u074,168.2,23.15,191.35,0.31046999999999997,0.05,20,20463.157894736843,0.05,0
u075,155.5,26.045454545454547,181.54545454545453,0.17217727272727273,0.13636363636363635,22,20571.428571428572,0.13636363636363635,0
u076,169.95454545454547,24.863636363636363,194.8181818181818,0.2229181818181818,0.18181818181818182,22,12342.857142857143,0.18181818181818182,0
u077,133.9090909090909,28.90909090909091,162.8181818181818,0.36281363636363634,0.09090909090909091,22,20571.428571428572,0.09090909090909091,0
u078,146.94444444444446,22.0,168.94444444444446,0.4974166666666667,0.1111111111111111,18,17788.235294117647,0.1111111111111111,0
u079,101.15,23.45,124.6,0.277885,0.05,20,15915.78947368421,0.05,0
u080,176.0,26.045454545454547,202.04545454545453,0.34371818181818187,0.18181818181818182,22,19542.85714285714,0.18181818181818182,0
u081,150.68421052631578,23.05263157894737,173.73684210526315,0.2591,0.10526315789473684,19,19200.0,0.10526315789473684,0
u082,129.66666666666666,25.944444444444443,155.61111111111111,0.32639999999999997,0.16666666666666666,18,18000.0,0.16666666666666666,0
u083,152.44444444444446,23.72222222222222,176.16666666666666,0.0947777777777778,0.2222222222222222,18,19058.823529411766,0.2222222222222222,0
u084,144.47619047619048,30.476190476190474,174.95238095238096,0.22814285714285715,0.09523809523809523,21,21600.0,0.09523809523809523,0
u085,127.5909090909091,24.727272727272727,152.3181818181818,0.26598181818181815,0.18181818181818182,22,19542.85714285714,0.18181818181818182,0
u086,152.0952380952381,23.047619047619047,175.14285714285714,0.38391428571428576,0.09523809523809523,21,18000.0,0.09523809523809523,0
u087,157.45454545454547,21.636363636363637,179.0909090909091,0.3362,0.09090909090909091,22,18000.0,0.09090909090909091,0
u088,138.1,22.65,160.75,0.127415,0.2,20,19326.315789473683,0.2,0
u089,120.75,23.8,144.55,0.33157000000000003,0.1,20,12505.263157894737,0.1,0
u090,153.2,21.45,174.65,0.306935,0.15,20,20463.157894736843,0.15,0
u091,147.31578947368422,18.894736842105264,166.21052631578948,0.05000526315789475,0.2631578947368421,19,16000.0,0.2631578947368421,0
u092,178.0,30.68421052631579,208.68421052631578,0.22578947368421054,0.15789473684210525,19,18000.0,0.15789473684210525,0
u093,126.23809523809524,23.142857142857142,149.38095238095238,0.4502523809523809,0.0,21,16200.0,0.0,0
u094,132.33333333333334,22.666666666666668,155.0,0.21587619047619044,0.14285714285714285,21,16200.0,0.14285714285714285,0
u095,160.7,24.15,184.85,0.21569000000000002,0.2,20,18189.473684210527,0.2,0
u096,152.38095238095238,25.095238095238095,177.47619047619048,0.23963333333333334,0.23809523809523808,21,18360.0,0.23809523809523808,0
u097,149.0,26.526315789473685,175.52631578947367,0.0026000000000000233,0.42105263157894735,19,19200.0,0.42105263157894735,0
u098,135.14285714285714,26.428571428571427,161.57142857142858,0.2647,0.14285714285714285,21,19440.0,0.14285714285714285,0
u099,129.22222222222223,30.38888888888889,159.61111111111111,0.2956944444444444,0.1111111111111111,18,19058.823529411766,0.1111111111111111,0
u100,156.0,24.80952380952381,180.8095238095238,0.3652142857142857,0.09523809523809523,21,13500.0,0.09523809523809523,0
u101,128.38888888888889,30.77777777777778,159.16666666666666,0.12442777777777778,0.16666666666666666,18,20329.41176470588,0.16666666666666666,0
u102,135.5,28.444444444444443,163.94444444444446,0.37899444444444447,0.1111111111111111,18,16941.176470588234,0.1111111111111111,0
u103,143.0952380952381,22.904761904761905,166.0,0.47029047619047615,0.0,21,19440.0,0.0,0
u104,151.21052631578948,21.05263157894737,172.26315789473685,0.40360526315789474,0.05263157894736842,19,21600.0,0.05263157894736842,0
u105,159.05263157894737,22.736842105263158,181.78947368421052,0.31159473684210526,0.05263157894736842,19,20400.0,0.05263157894736842,0
u106,146.55,25.35,171.9,0.40438,0.0,20,17052.63157894737,0.0,0
u107,164.04761904761904,22.666666666666668,186.71428571428572,0.2182619047619048,0.19047619047619047,21,18000.0,0.19047619047619047,0
u108,127.63157894736842,23.42105263157895,151.05263157894737,0.2815526315789474,0.15789473684210525,19,21600.0,0.15789473684210525,0
u109,151.9090909090909,17.045454545454547,168.95454545454547,0.23455,0.13636363636363635,22,17142.85714285714,0.13636363636363635,0
u110,146.27272727272728,27.227272727272727,173.5,0.11952727272727272,0.13636363636363635,22,16285.714285714286,0.13636363636363635,0
u111,141.77777777777777,27.666666666666668,169.44444444444446,0.24017222222222223,0.16666666666666666,18,16941.176470588234,0.16666666666666666,0
u112,175.95238095238096,30.19047619047619,206.14285714285714,0.30333333333333334,0.09523809523809523,21,18360.0,0.09523809523809523,0
u113,155.44444444444446,27.61111111111111,183.05555555555554,0.3657777777777778,0.05555555555555555,18,16941.176470588234,0.05555555555555555,0
u114,117.77777777777777,24.5,142.27777777777777,0.29106111111111116,0.1111111111111111,18,14823.529411764706,0.1111111111111111,0
u115,155.45,26.5,181.95,0.1289,0.2,20,19326.315789473683,0.2,0
u116,138.0,17.11111111111111,155.11111111111111,0.3116833333333333,0.16666666666666666,18,20329.41176470588,0.16666666666666666,0
u117,176.55555555555554,23.055555555555557,199.61111111111111,0.44319444444444445,0.05555555555555555,18,18000.0,0.05555555555555555,0
u118,163.5,28.818181818181817,192.3181818181818,0.25626818181818184,0.22727272727272727,22,17485.714285714286,0.22727272727272727,0
u119,130.38095238095238,27.904761904761905,158.28571428571428,0.40380000000000005,0.09523809523809523,21,17100.0,0.09523809523809523,0
u120,137.6,26.5,164.1,0.34492,0.15,20,17052.63157894737,0.15,0
u121,164.55555555555554,26.61111111111111,191.16666666666666,0.2369055555555556,0.16666666666666666,18,17788.235294117647,0.16666666666666666,0
u122,161.5,20.65,182.15,0.383425,0.05,20,18189.473684210527,0.05,0
u123,140.0,20.571428571428573,160.57142857142858,0.297347619047619,0.09523809523809523,21,19440.0,0.09523809523809523,0
u124,170.66666666666666,17.857142857142858,188.52380952380952,0.3472952380952381,0.09523809523809523,21,12960.0,0.09523809523809523,0
u125,125.5,23.22222222222222,148.72222222222223,0.23540555555555556,0.1111111111111111,18,17788.235294117647,0.1111111111111111,0
u126,127.66666666666667,24.476190476190474,152.14285714285714,0.34353333333333336,0.0,21,18360.0,0.0,0
u127,126.85714285714286,26.571428571428573,153.42857142857142,0.3234476190476191,0.14285714285714285,21,17280.0,0.14285714285714285,0
u128,165.0,26.77777777777778,191.77777777777777,0.23107777777777777,0.1111111111111111,18,20329.41176470588,0.1111111111111111,0
u129,182.75,25.2,207.95,0.336945,0.1,20,21600.0,0.1,0
u130,144.15,25.35,169.5,0.243615,0.2,20,18189.473684210527,0.2,0
u131,147.36363636363637,24.227272727272727,171.5909090909091,0.22883636363636362,0.13636363636363635,22,21600.0,0.13636363636363635,0
u132,189.73684210526315,28.105263157894736,217.8421052631579,0.40766842105263157,0.10526315789473684,19,18000.0,0.10526315789473684,0
u133,135.8181818181818,25.772727272727273,161.5909090909091,0.33026363636363637,0.13636363636363635,22,20571.428571428572,0.13636363636363635,0
u134,147.42857142857142,26.666666666666668,174.0952380952381,0.09172380952380953,0.3333333333333333,21,15120.0,0.3333333333333333,0
u135,148.65,26.9,175.55,0.387045,0.05,20,21600.0,0.05,0
u136,130.73684210526315,25.63157894736842,156.3684210526316,0.16899473684210528,0.21052631578947367,19,15600.0,0.21052631578947367,0
u137,124.73684210526316,27.63157894736842,152.3684210526316,0.4921421052631579,0.05263157894736842,19,18000.0,0.05263157894736842,0
u138,146.94736842105263,27.789473684210527,174.73684210526315,0.43695789473684205,0.10526315789473684,19,18000.0,0.10526315789473684,0
u139,130.33333333333334,23.761904761904763,154.0952380952381,0.28240476190476194,0.19047619047619047,21,14400.0,0.19047619047619047,0
u140,155.3684210526316,22.842105263157894,178.21052631578948,0.4172421052631579,0.0,19,20400.0,0.0,0
u141,144.65,21.4,166.05,0.18712499999999999,0.15,20,18189.473684210527,0.15,0
u142,142.23809523809524,26.761904761904763,169.0,0.26321428571428573,0.14285714285714285,21,21600.0,0.14285714285714285,0
u143,129.26315789473685,23.05263157894737,152.31578947368422,0.2842157894736842,0.05263157894736842,19,21600.0,0.05263157894736842,0
u144,157.16666666666666,32.72222222222222,189.88888888888889,0.2734944444444445,0.2222222222222222,18,12705.882352941177,0.2222222222222222,0
u145,150.9,25.35,176.25,0.18707000000000001,0.15,20,14210.526315789473,0.15,0
u146,164.83333333333334,24.666666666666668,189.5,0.2499666666666667,0.1111111111111111,18,18000.0,0.1111111111111111,0
u147,161.88888888888889,24.0,185.88888888888889,0.31910555555555553,0.16666666666666666,18,19058.823529411766,0.16666666666666666,0
u148,142.26315789473685,26.94736842105263,169.21052631578948,0.31893157894736845,0.15789473684210525,19,11000.0,0.15789473684210525,0
u149,151.05,25.65,176.7,0.10806500000000001,0.35,20,13642.105263157895,0.35,0
u150,175.0,22.142857142857142,197.14285714285714,0.2896809523809524,0.0,21,12240.0,0.0,0
u151,155.22727272727272,29.545454545454547,184.77272727272728,0.24673181818181816,0.09090909090909091,22,21600.0,0.09090909090909091,0
u152,133.95,22.65,156.6,0.18965,0.15,20,14778.947368421053,0.15,0
u153,151.7,24.55,176.25,0.305585,0.15,20,18000.0,0.15,0
u154,122.6842105263158,24.63157894736842,147.31578947368422,0.26329473684210525,0.10526315789473684,19,18000.0,0.10526315789473684,0
u155,157.71428571428572,30.476190476190474,188.1904761904762,0.29344285714285717,0.047619047619047616,21,21600.0,0.047619047619047616,0
u156,129.66666666666666,30.38888888888889,160.05555555555554,0.3440388888888889,0.1111111111111111,18,19058.823529411766,0.1111111111111111,0
u157,115.86363636363636,26.772727272727273,142.63636363636363,0.23947727272727273,0.22727272727272727,22,21600.0,0.22727272727272727,0
u158,121.71428571428571,29.952380952380953,151.66666666666666,0.35911428571428566,0.14285714285714285,21,14400.0,0.14285714285714285,0
u159,131.5,32.0,163.5,0.4182388888888889,0.05555555555555555,18,19058.823529411766,0.05555555555555555,0
u160,116.10526315789474,24.842105263157894,140.94736842105263,0.2274631578947368,0.10526315789473684,19,16800.0,0.10526315789473684,0
u161,178.4,18.0,196.4,0.296475,0.2,20,18000.0,0.2,0
u162,126.36363636363636,22.727272727272727,149.0909090909091,0.2465590909090909,0.09090909090909091,22,18514.285714285714,0.09090909090909091,0
u163,126.54545454545455,17.318181818181817,143.86363636363637,0.4359409090909091,0.045454545454545456,22,17485.714285714286,0.045454545454545456,0
u164,170.3684210526316,27.105263157894736,197.47368421052633,0.3742473684210526,0.05263157894736842,19,21600.0,0.05263157894736842,0
u165,150.8,29.4,180.2,0.31216,0.15,20,18000.0,0.15,0
u166,132.33333333333334,32.77777777777778,165.11111111111111,0.29388333333333333,0.16666666666666666,18,18000.0,0.16666666666666666,0
u167,144.16666666666666,26.055555555555557,170.22222222222223,0.21220555555555556,0.1111111111111111,18,21600.0,0.1111111111111111,0
u168,163.28571428571428,26.047619047619047,189.33333333333334,0.45015714285714287,0.0,21,17100.0,0.0,0
u169,163.89473684210526,22.0,185.89473684210526,0.41597894736842106,0.10526315789473684,19,17000.0,0.10526315789473684,0
u170,129.66666666666666,21.166666666666668,150.83333333333334,0.2779388888888889,0.1111111111111111,18,21600.0,0.1111111111111111,0
u171,139.0,27.88888888888889,166.88888888888889,0.4171388888888889,0.1111111111111111,18,21600.0,0.1111111111111111,0
u172,127.44444444444444,25.27777777777778,152.72222222222223,0.40537222222222224,0.0,18,16517.647058823528,0.0,0
u173,170.31578947368422,30.789473684210527,201.10526315789474,0.2773578947368421,0.2631578947368421,19,20400.0,0.2631578947368421,0
u174,125.47368421052632,18.473684210526315,143.94736842105263,0.3842315789473684,0.05263157894736842,19,18000.0,0.05263157894736842,0
u175,195.44444444444446,21.833333333333332,217.27777777777777,0.32791666666666663,0.1111111111111111,18,18000.0,0.1111111111111111,0
u176,119.38095238095238,22.714285714285715,142.0952380952381,0.290852380952381,0.047619047619047616,21,14400.0,0.047619047619047616,0
u177,150.0,27.36842105263158,177.3684210526316,0.30507894736842106,0.15789473684210525,19,20400.0,0.15789473684210525,0
u178,156.25,25.75,182.0,0.1883,0.15,20,21600.0,0.15,0
u179,174.66666666666666,23.666666666666668,198.33333333333334,0.24731111111111112,0.16666666666666666,18,13764.70588235294,0.16666666666666666,0
u180,179.47619047619048,27.428571428571427,206.9047619047619,0.3886666666666667,0.09523809523809523,21,18000.0,0.09523809523809523,0
u181,171.27272727272728,23.272727272727273,194.54545454545453,0.48030909090909096,0.09090909090909091,22,20571.428571428572,0.09090909090909091,0
u182,148.68421052631578,30.42105263157895,179.10526315789474,0.27883684210526316,0.15789473684210525,19,21600.0,0.15789473684210525,0
u183,142.3684210526316,26.473684210526315,168.8421052631579,0.3826105263157895,0.0,19,16000.0,0.0,0
u184,127.23809523809524,26.857142857142858,154.0952380952381,0.26858571428571426,0.23809523809523808,21,17100.0,0.23809523809523808,0
u185,164.83333333333334,28.38888888888889,193.22222222222223,0.37322777777777777,0.05555555555555555,18,17788.235294117647,0.05555555555555555,0
u186,154.0,24.7,178.7,0.33726500000000004,0.2,20,15915.78947368421,0.2,0
u187,139.55555555555554,21.166666666666668,160.72222222222223,0.37899444444444447,0.05555555555555555,18,21600.0,0.05555555555555555,0
u188,173.1,25.85,198.95,0.170015,0.25,20,17052.63157894737,0.25,0
u189,176.85714285714286,25.142857142857142,202.0,0.3049,0.09523809523809523,21,17280.0,0.09523809523809523,0
u190,159.0,26.238095238095237,185.23809523809524,0.2786142857142857,0.19047619047619047,21,17280.0,0.19047619047619047,0
u191,179.11111111111111,23.666666666666668,202.77777777777777,0.37720555555555557,0.1111111111111111,18,16517.647058823528,0.1111111111111111,0
u192,159.75,26.6,186.35,0.410785,0.0,20,16105.263157894737,0.0,0
u193,170.57894736842104,26.789473684210527,197.3684210526316,0.11361052631578947,0.15789473684210525,19,19200.0,0.15789473684210525,0
u194,123.22222222222223,26.5,149.72222222222223,0.28676666666666667,0.16666666666666666,18,18000.0,0.16666666666666666,0
u195,171.0909090909091,28.181818181818183,199.27272727272728,0.25134545454545454,0.18181818181818182,22,19542.85714285714,0.18181818181818182,0
u196,126.57142857142857,26.095238095238095,152.66666666666666,0.293,0.047619047619047616,21,16200.0,0.047619047619047616,0
u197,156.78947368421052,28.736842105263158,185.52631578947367,0.2007263157894737,0.21052631578947367,19,10800.0,0.21052631578947367,0
u198,160.72222222222223,23.166666666666668,183.88888888888889,0.18267777777777777,0.1111111111111111,18,14400.0,0.1111111111111111,0
u199,194.36363636363637,24.318181818181817,218.6818181818182,0.32338636363636364,0.09090909090909091,22,21600.0,0.09090909090909091,0
u200,116.23809523809524,22.61904761904762,138.85714285714286,0.39628571428571424,0.0,21,19440.0,0.0,0
u201,164.52380952380952,26.38095238095238,190.9047619047619,0.3736761904761905,0.09523809523809523,21,16200.0,0.09523809523809523,0
u202,121.18181818181819,25.90909090909091,147.0909090909091,0.32349545454545453,0.045454545454545456,22,17485.714285714286,0.045454545454545456,0
u203,147.94736842105263,26.789473684210527,174.73684210526315,0.3301421052631579,0.10526315789473684,19,16000.0,0.10526315789473684,0
u204,162.0,25.27777777777778,187.27777777777777,0.051133333333333336,0.1111111111111111,18,16941.176470588234,0.1111111111111111,0
u205,140.38095238095238,26.857142857142858,167.23809523809524,0.3587714285714286,0.14285714285714285,21,21600.0,0.14285714285714285,0
u206,149.94736842105263,27.05263157894737,177.0,0.32711578947368425,0.10526315789473684,19,21600.0,0.10526315789473684,0
u207,134.63636363636363,28.818181818181817,163.45454545454547,0.3291,0.09090909090909091,22,14400.0,0.09090909090909091,0
u208,145.52380952380952,25.714285714285715,171.23809523809524,0.29459523809523813,0.047619047619047616,21,20520.0,0.047619047619047616,0
u209,148.22222222222223,26.444444444444443,174.66666666666666,0.28809999999999997,0.1111111111111111,18,16941.176470588234,0.1111111111111111,0
u210,145.45,24.3,169.75,0.315785,0.05,20,18189.473684210527,0.05,0
u211,134.88888888888889,26.38888888888889,161.27777777777777,0.38303333333333334,0.1111111111111111,18,20329.41176470588,0.1111111111111111,0
u212,131.3181818181818,31.90909090909091,163.22727272727272,0.3684954545454545,0.0,22,18000.0,0.0,0
u213,176.8421052631579,20.36842105263158,197.21052631578948,0.33281578947368423,0.21052631578947367,19,16000.0,0.21052631578947367,0
u214,147.35,20.75,168.1,0.20528500000000002,0.15,20,14210.526315789473,0.15,0
u215,170.77777777777777,20.5,191.27777777777777,0.3686611111111111,0.1111111111111111,18,12705.882352941177,0.1111111111111111,0
u216,119.47368421052632,29.263157894736842,148.73684210526315,0.2506263157894737,0.10526315789473684,19,21600.0,0.10526315789473684,0
u217,157.94736842105263,24.526315789473685,182.47368421052633,0.2729842105263158,0.21052631578947367,19,21600.0,0.21052631578947367,0
u218,143.28571428571428,21.857142857142858,165.14285714285714,0.30848095238095236,0.047619047619047616,21,15300.0,0.047619047619047616,0
u219,152.25,19.15,171.4,0.30808,0.1,20,18000.0,0.1,0
u220,134.26315789473685,29.05263157894737,163.31578947368422,0.037642105263157914,0.47368421052631576,19,14400.0,0.47368421052631576,0
u221,146.95454545454547,20.727272727272727,167.6818181818182,0.32780909090909094,0.13636363636363635,22,16285.714285714286,0.13636363636363635,0
u222,162.95238095238096,26.857142857142858,189.8095238095238,0.38380000000000003,0.09523809523809523,21,17280.0,0.09523809523809523,0
u223,165.16666666666666,26.61111111111111,191.77777777777777,0.11692222222222225,0.16666666666666666,18,21600.0,0.16666666666666666,0
u224,145.0909090909091,24.454545454545453,169.54545454545453,0.2204590909090909,0.2727272727272727,22,20571.428571428572,0.2727272727272727,0
u225,172.1578947368421,27.210526315789473,199.3684210526316,0.2896315789473684,0.05263157894736842,19,20400.0,0.05263157894736842,0
u226,107.36363636363636,30.0,137.36363636363637,0.3209136363636364,0.09090909090909091,22,19542.85714285714,0.09090909090909091,0
u227,152.57894736842104,21.842105263157894,174.42105263157896,0.33942105263157896,0.05263157894736842,19,12800.0,0.05263157894736842,0
u228,152.5909090909091,24.227272727272727,176.8181818181818,0.3926545454545455,0.045454545454545456,22,18000.0,0.045454545454545456,0
u229,178.0,25.05,203.05,0.38856999999999997,0.1,20,21600.0,0.1,0
u230,168.04545454545453,23.954545454545453,192.0,0.3687136363636364,0.13636363636363635,22,16285.714285714286,0.13636363636363635,0
u231,148.0,25.857142857142858,173.85714285714286,0.3926523809523809,0.14285714285714285,21,17100.0,0.14285714285714285,0
u232,138.8181818181818,24.454545454545453,163.27272727272728,0.5568681818181818,0.0,22,21600.0,0.0,0
u233,170.4090909090909,23.727272727272727,194.13636363636363,0.5136000000000001,0.045454545454545456,22,21600.0,0.045454545454545456,0
u234,121.78947368421052,19.157894736842106,140.94736842105263,0.4685789473684211,0.05263157894736842,19,18000.0,0.05263157894736842,0
u235,172.95,19.75,192.7,0.187975,0.15,20,20463.157894736843,0.15,0
u236,145.10526315789474,20.105263157894736,165.21052631578948,0.5839947368421052,0.0,19,14400.0,0.0,0
u237,152.42857142857142,26.428571428571427,178.85714285714286,0.21684761904761904,0.19047619047619047,21,21600.0,0.19047619047619047,0
u238,164.55,29.6,194.15,0.20249999999999999,0.1,20,14400.0,0.1,0
u239,159.27777777777777,19.11111111111111,178.38888888888889,0.3691222222222222,0.16666666666666666,18,19058.823529411766,0.16666666666666666,0
