user_id,platform,post_text,likes,comments,timestamp,followers,followees,sentiment,snmd_type,date,hour,engagement
u002,Instagram,Overwhelmed and can't focus.,170,13,2025-05-09 16:53:20,734,374,negative,Normal,2025-05-09,16,183
u002,Facebook,Nothing seems right anymore.,73,31,2025-05-09 17:53:20,547,249,negative,Normal,2025-05-09,17,104
u002,Instagram,I feel so disconnected from everyone.,267,43,2025-05-09 14:53:20,499,340,negative,Normal,2025-05-09,14,310
u002,Instagram,Overwhelmed and can't focus.,176,36,2025-05-10 03:53:20,533,893,negative,Normal,2025-05-10,3,212
u002,Instagram,Feeling blessed and happy.,64,22,2025-05-10 12:53:20,303,864,positive,Normal,2025-05-10,12,86
u002,Facebook,Had a great time with friends today!,57,18,2025-05-10 11:53:20,225,503,positive,Normal,2025-05-10,11,75
u002,Instagram,I feel so disconnected from everyone.,229,8,2025-05-09 18:53:20,883,194,negative,Normal,2025-05-09,18,237
u002,Facebook,Smiling through the little joys.,298,14,2025-05-11 03:53:20,262,565,positive,Normal,2025-05-11,3,312
u002,Facebook,Overwhelmed and can't focus.,69,16,2025-05-10 23:53:20,678,859,negative,Normal,2025-05-10,23,85
u002,Facebook,Nothing seems right anymore.,160,25,2025-05-11 03:53:20,520,680,negative,Normal,2025-05-11,3,185
u002,Instagram,Had a great time with friends today!,18,19,2025-05-11 07:53:20,280,574,positive,Normal,2025-05-11,7,37
u002,Instagram,I feel so disconnected from everyone.,11,26,2025-05-12 11:53:20,893,712,negative,Normal,2025-05-12,11,37
u002,Facebook,Feeling anxious and tired lately.,231,10,2025-05-11 15:53:20,365,353,negative,Normal,2025-05-11,15,241
u002,Instagram,Had a great time with friends today!,195,17,2025-05-11 05:53:20,753,114,positive,Normal,2025-05-11,5,212
u002,Facebook,Smiling through the little joys.,54,42,2025-05-13 05:53:20,665,507,positive,Normal,2025-05-13,5,96
u002,Instagram,Overwhelmed and can't focus.,28,16,2025-05-13 11:53:20,271,237,negative,Normal,2025-05-13,11,44
u002,Instagram,Overwhelmed and can't focus.,248,22,2025-05-13 00:53:20,121,209,negative,Normal,2025-05-13,0,270
u002,Facebook,I feel so disconnected from everyone.,229,36,2025-05-13 23:53:20,994,477,negative,Normal,2025-05-13,23,265
u002,Instagram,Smiling through the little joys.,148,10,2025-05-11 01:53:20,818,217,positive,Normal,2025-05-11,1,158
u002,Facebook,Enjoying every moment of life.,280,13,2025-05-10 07:53:20,641,768,positive,Normal,2025-05-10,7,293
u002,Facebook,Overwhelmed and can't focus.,229,42,2025-05-11 05:53:20,651,566,negative,Normal,2025-05-11,5,271
u003,Facebook,Nothing seems right anymore.,103,4,2025-06-02 11:53:20,628,629,negative,CR,2025-06-02,11,107
u003,Facebook,Enjoying every moment of life.,160,49,2025-06-02 16:53:20,359,789,positive,CR,2025-06-02,16,209
u003,Instagram,Feeling anxious and tired lately.,199,3,2025-06-02 21:53:20,461,629,negative,CR,2025-06-02,21,202
u003,Instagram,Enjoying every moment of life.,105,25,2025-06-03 05:53:20,140,560,positive,CR,2025-06-03,5,130
u003,Facebook,Nothing seems right anymore.,197,46,2025-06-03 11:53:20,608,571,negative,CR,2025-06-03,11,243
u003,Facebook,Had a great time with friends today!,71,34,2025-06-03 02:53:20,977,620,positive,CR,2025-06-03,2,105
u003,Instagram,Had a great time with friends today!,61,43,2025-06-03 05:53:20,173,603,positive,CR,2025-06-03,5,104
u003,Instagram,Enjoying every moment of life.,182,34,2025-06-03 22:53:20,192,798,positive,CR,2025-06-03,22,216
u003,Instagram,Feeling anxious and tired lately.,71,41,2025-06-03 19:53:20,589,860,negative,CR,2025-06-03,19,112
u003,Instagram,Feeling blessed and happy.,113,33,2025-06-03 05:53:20,777,789,positive,CR,2025-06-03,5,146
u003,Instagram,Smiling through the little joys.,29,34,2025-06-03 07:53:20,362,656,positive,CR,2025-06-03,7,63
u003,Instagram,Feeling blessed and happy.,21,4,2025-06-04 18:53:20,744,262,positive,CR,2025-06-04,18,25
u003,Instagram,Enjoying every moment of life.,20,40,2025-06-02 23:53:20,645,331,positive,CR,2025-06-02,23,60
u003,Instagram,Enjoying every moment of life.,171,32,2025-06-04 15:53:20,365,296,positive,CR,2025-06-04,15,203
u003,Instagram,Overwhelmed and can't focus.,110,1,2025-06-04 05:53:20,979,965,negative,CR,2025-06-04,5,111
u003,Facebook,Had a great time with friends today!,243,1,2025-06-06 05:53:20,775,326,positive,CR,2025-06-06,5,244
u003,Facebook,Nothing seems right anymore.,72,39,2025-06-05 03:53:20,390,953,negative,CR,2025-06-05,3,111
u003,Instagram,Overwhelmed and can't focus.,269,22,2025-06-06 17:53:20,377,655,negative,CR,2025-06-06,17,291
u003,Facebook,I feel so disconnected from everyone.,202,50,2025-06-03 23:53:20,354,699,negative,CR,2025-06-03,23,252
u003,Facebook,Had a great time with friends today!,292,17,2025-06-04 01:53:20,132,373,positive,CR,2025-06-04,1,309
u003,Instagram,Feeling anxious and tired lately.,251,27,2025-06-06 15:53:20,833,483,negative,CR,2025-06-06,15,278
u004,Instagram,Had a great time with friends today!,78,7,2025-06-17 11:53:20,100,875,positive,NC,2025-06-17,11,85
u004,Instagram,Smiling through the little joys.,213,29,2025-06-17 17:53:20,688,856,positive,NC,2025-06-17,17,242
u004,Facebook,Overwhelmed and can't focus.,156,47,2025-06-17 17:53:20,332,229,negative,NC,2025-06-17,17,203
u004,Facebook,Smiling through the little joys.,76,49,2025-06-17 14:53:20,571,164,positive,NC,2025-06-17,14,125
u004,Facebook,Nothing seems right anymore.,300,21,2025-06-17 19:53:20,818,515,negative,NC,2025-06-17,19,321
u004,Facebook,Nothing seems right anymore.,170,18,2025-06-18 12:53:20,812,624,negative,NC,2025-06-18,12,188
u004,Instagram,Smiling through the little joys.,167,23,2025-06-18 05:53:20,504,658,positive,NC,2025-06-18,5,190
u004,Facebook,Feeling anxious and tired lately.,53,40,2025-06-18 01:53:20,968,564,negative,NC,2025-06-18,1,93
u004,Instagram,Enjoying every moment of life.,98,39,2025-06-17 19:53:20,532,951,positive,NC,2025-06-17,19,137
u004,Facebook,I feel so disconnected from everyone.,249,49,2025-06-18 14:53:20,616,574,negative,NC,2025-06-18,14,298
u004,Facebook,Enjoying every moment of life.,185,1,2025-06-18 17:53:20,974,192,positive,NC,2025-06-18,17,186
u004,Instagram,Enjoying every moment of life.,256,40,2025-06-19 18:53:20,662,634,positive,NC,2025-06-19,18,296
u004,Facebook,Enjoying every moment of life.,31,14,2025-06-17 23:53:20,787,264,positive,NC,2025-06-17,23,45
u004,Facebook,Had a great time with friends today!,94,47,2025-06-18 00:53:20,180,507,positive,NC,2025-06-18,0,141
u004,Instagram,Feeling blessed and happy.,122,6,2025-06-19 05:53:20,129,434,positive,NC,2025-06-19,5,128
u004,Instagram,Feeling blessed and happy.,168,6,2025-06-18 02:53:20,716,779,positive,NC,2025-06-18,2,174
u004,Facebook,Overwhelmed and can't focus.,60,37,2025-06-18 03:53:20,859,337,negative,NC,2025-06-18,3,97
u004,Instagram,I feel so disconnected from everyone.,76,14,2025-06-20 07:53:20,537,721,negative,NC,2025-06-20,7,90
u004,Instagram,Nothing seems right anymore.,1,18,2025-06-21 23:53:20,462,327,negative,NC,2025-06-21,23,19
u005,Instagram,Feeling anxious and tired lately.,221,18,2025-05-23 11:53:20,938,816,negative,NC,2025-05-23,11,239
u005,Facebook,Overwhelmed and can't focus.,181,39,2025-05-23 14:53:20,205,603,negative,NC,2025-05-23,14,220
u005,Facebook,Overwhelmed and can't focus.,184,16,2025-05-23 15:53:20,839,436,negative,NC,2025-05-23,15,200
u005,Facebook,Had a great time with friends today!,133,35,2025-05-23 14:53:20,953,406,positive,NC,2025-05-23,14,168
u005,Facebook,Feeling anxious and tired lately.,216,45,2025-05-24 07:53:20,487,687,negative,NC,2025-05-24,7,261
u005,Facebook,I feel so disconnected from everyone.,267,12,2025-05-24 17:53:20,985,685,negative,NC,2025-05-24,17,279
u005,Facebook,Smiling through the little joys.,274,46,2025-05-24 17:53:20,346,796,positive,NC,2025-05-24,17,320
u005,Facebook,Had a great time with friends today!,235,37,2025-05-25 05:53:20,254,397,positive,NC,2025-05-25,5,272
u005,Instagram,Nothing seems right anymore.,165,20,2025-05-24 19:53:20,671,629,negative,NC,2025-05-24,19,185
u005,Facebook,Enjoying every moment of life.,52,1,2025-05-25 08:53:20,533,870,positive,NC,2025-05-25,8,53
u005,Instagram,Enjoying every moment of life.,133,43,2025-05-25 23:53:20,865,742,positive,NC,2025-05-25,23,176
u005,Instagram,I feel so disconnected from everyone.,91,48,2025-05-26 05:53:20,614,731,negative,NC,2025-05-26,5,139
u005,Instagram,Feeling anxious and tired lately.,181,26,2025-05-23 23:53:20,772,586,negative,NC,2025-05-23,23,207
u005,Facebook,Had a great time with friends today!,181,15,2025-05-25 02:53:20,939,150,positive,NC,2025-05-25,2,196
u005,Facebook,Had a great time with friends today!,148,47,2025-05-26 09:53:20,428,761,positive,NC,2025-05-26,9,195
u005,Instagram,Feeling anxious and tired lately.,201,7,2025-05-25 08:53:20,349,933,negative,NC,2025-05-25,8,208
u005,Facebook,Overwhelmed and can't focus.,256,38,2025-05-26 03:53:20,448,658,negative,NC,2025-05-26,3,294
u005,Facebook,Had a great time with friends today!,205,1,2025-05-27 00:53:20,833,569,positive,NC,2025-05-27,0,206
u005,Instagram,Smiling through the little joys.,82,15,2025-05-24 23:53:20,914,419,positive,NC,2025-05-24,23,97
u005,Instagram,Feeling blessed and happy.,234,48,2025-05-24 06:53:20,973,886,positive,NC,2025-05-24,6,282
u006,Instagram,Overwhelmed and can't focus.,158,33,2025-05-15 11:53:20,258,780,negative,IO,2025-05-15,11,191
u006,Facebook,Feeling blessed and happy.,66,22,2025-05-15 12:53:20,984,998,positive,IO,2025-05-15,12,88
u006,Instagram,Smiling through the little joys.,12,48,2025-05-15 19:53:20,147,689,positive,IO,2025-05-15,19,60
u006,Instagram,Nothing seems right anymore.,270,37,2025-05-16 02:53:20,601,335,negative,IO,2025-05-16,2,307
u006,Instagram,Feeling blessed and happy.,76,17,2025-05-16 11:53:20,637,671,positive,IO,2025-05-16,11,93
u006,Instagram,Overwhelmed and can't focus.,214,7,2025-05-15 16:53:20,851,870,negative,IO,2025-05-15,16,221
u006,Facebook,Smiling through the little joys.,134,19,2025-05-16 05:53:20,568,957,positive,IO,2025-05-16,5,153
u006,Facebook,Enjoying every moment of life.,37,13,2025-05-16 15:53:20,423,844,positive,IO,2025-05-16,15,50
u006,Facebook,Overwhelmed and can't focus.,52,45,2025-05-16 11:53:20,265,762,negative,IO,2025-05-16,11,97
u006,Facebook,Smiling through the little joys.,120,18,2025-05-16 05:53:20,144,923,positive,IO,2025-05-16,5,138
u006,Facebook,Smiling through the little joys.,122,18,2025-05-15 21:53:20,959,264,positive,IO,2025-05-15,21,140
u006,Instagram,Nothing seems right anymore.,267,16,2025-05-16 09:53:20,716,747,negative,IO,2025-05-16,9,283
u006,Instagram,Feeling anxious and tired lately.,192,5,2025-05-17 23:53:20,480,956,negative,IO,2025-05-17,23,197
u006,Instagram,Feeling anxious and tired lately.,137,9,2025-05-18 17:53:20,948,406,negative,IO,2025-05-18,17,146
u006,Instagram,Nothing seems right anymore.,283,13,2025-05-17 19:53:20,795,567,negative,IO,2025-05-17,19,296
u006,Instagram,Overwhelmed and can't focus.,271,36,2025-05-18 14:53:20,595,632,negative,IO,2025-05-18,14,307
u006,Facebook,Had a great time with friends today!,0,29,2025-05-16 03:53:20,910,895,positive,IO,2025-05-16,3,29
u006,Facebook,Had a great time with friends today!,280,11,2025-05-19 17:53:20,919,100,positive,IO,2025-05-19,17,291
u006,Facebook,Overwhelmed and can't focus.,60,22,2025-05-18 11:53:20,450,466,negative,IO,2025-05-18,11,82
u007,Facebook,Feeling anxious and tired lately.,95,40,2025-06-04 11:53:20,413,244,negative,IO,2025-06-04,11,135
u007,Facebook,Nothing seems right anymore.,84,20,2025-06-04 15:53:20,709,395,negative,IO,2025-06-04,15,104
u007,Instagram,Nothing seems right anymore.,119,36,2025-06-04 21:53:20,465,129,negative,IO,2025-06-04,21,155
u007,Instagram,Had a great time with friends today!,38,39,2025-06-05 02:53:20,776,463,positive,IO,2025-06-05,2,77
u007,Instagram,Overwhelmed and can't focus.,176,25,2025-06-04 15:53:20,906,151,negative,IO,2025-06-04,15,201
u007,Facebook,Feeling blessed and happy.,216,36,2025-06-05 02:53:20,617,998,positive,IO,2025-06-05,2,252
u007,Facebook,Nothing seems right anymore.,157,44,2025-06-05 23:53:20,625,743,negative,IO,2025-06-05,23,201
u007,Facebook,Smiling through the little joys.,42,8,2025-06-04 18:53:20,296,121,positive,IO,2025-06-04,18,50
u007,Instagram,I feel so disconnected from everyone.,44,18,2025-06-04 19:53:20,144,243,negative,IO,2025-06-04,19,62
u007,Facebook,I feel so disconnected from everyone.,272,0,2025-06-04 20:53:20,777,778,negative,IO,2025-06-04,20,272
u007,Instagram,Had a great time with friends today!,43,16,2025-06-06 23:53:20,428,372,positive,IO,2025-06-06,23,59
u007,Facebook,Had a great time with friends today!,224,38,2025-06-06 07:53:20,478,742,positive,IO,2025-06-06,7,262
u007,Facebook,Smiling through the little joys.,26,46,2025-06-06 23:53:20,885,224,positive,IO,2025-06-06,23,72
u007,Facebook,Smiling through the little joys.,170,26,2025-06-05 00:53:20,780,663,positive,IO,2025-06-05,0,196
u007,Instagram,Feeling blessed and happy.,237,37,2025-06-07 09:53:20,465,780,positive,IO,2025-06-07,9,274
u007,Facebook,Overwhelmed and can't focus.,41,10,2025-06-05 02:53:20,402,404,negative,IO,2025-06-05,2,51
u007,Facebook,Smiling through the little joys.,21,24,2025-06-07 03:53:20,454,252,positive,IO,2025-06-07,3,45
u007,Facebook,Feeling anxious and tired lately.,288,15,2025-06-08 00:53:20,346,111,negative,IO,2025-06-08,0,303
u008,Facebook,Nothing seems right anymore.,294,24,2025-05-31 11:53:20,582,594,negative,Normal,2025-05-31,11,318
u008,Instagram,Overwhelmed and can't focus.,106,37,2025-05-31 13:53:20,587,319,negative,Normal,2025-05-31,13,143
u008,Instagram,Overwhelmed and can't focus.,193,24,2025-05-31 23:53:20,793,160,negative,Normal,2025-05-31,23,217
u008,Instagram,Enjoying every moment of life.,166,49,2025-05-31 14:53:20,542,157,positive,Normal,2025-05-31,14,215
u008,Facebook,I feel so disconnected from everyone.,118,6,2025-05-31 15:53:20,984,361,negative,Normal,2025-05-31,15,124
u008,Instagram,Feeling blessed and happy.,193,50,2025-05-31 16:53:20,480,351,positive,Normal,2025-05-31,16,243
u008,Instagram,Nothing seems right anymore.,120,11,2025-06-01 11:53:20,425,643,negative,Normal,2025-06-01,11,131
u008,Facebook,I feel so disconnected from everyone.,125,37,2025-06-01 01:53:20,260,356,negative,Normal,2025-06-01,1,162
u008,Instagram,Enjoying every moment of life.,246,8,2025-06-01 19:53:20,810,117,positive,Normal,2025-06-01,19,254
u008,Facebook,Feeling blessed and happy.,262,25,2025-06-01 05:53:20,805,821,positive,Normal,2025-06-01,5,287
u008,Instagram,Had a great time with friends today!,214,29,2025-05-31 21:53:20,959,849,positive,Normal,2025-05-31,21,243
u008,Instagram,Enjoying every moment of life.,23,19,2025-06-02 07:53:20,910,287,positive,Normal,2025-06-02,7,42
u008,Facebook,Had a great time with friends today!,93,19,2025-06-02 11:53:20,489,699,positive,Normal,2025-06-02,11,112
u008,Instagram,Had a great time with friends today!,157,48,2025-06-02 15:53:20,529,489,positive,Normal,2025-06-02,15,205
u008,Facebook,I feel so disconnected from everyone.,265,24,2025-06-01 01:53:20,456,665,negative,Normal,2025-06-01,1,289
u008,Instagram,Overwhelmed and can't focus.,151,0,2025-06-02 08:53:20,407,322,negative,Normal,2025-06-02,8,151
u008,Instagram,I feel so disconnected from everyone.,103,40,2025-06-01 19:53:20,728,392,negative,Normal,2025-06-01,19,143
u008,Facebook,Nothing seems right anymore.,66,38,2025-06-04 17:53:20,371,678,negative,Normal,2025-06-04,17,104
u008,Instagram,Feeling anxious and tired lately.,69,46,2025-06-01 05:53:20,220,438,negative,Normal,2025-06-01,5,115
u009,Instagram,Had a great time with friends today!,237,20,2025-05-01 11:53:20,816,682,positive,NC,2025-05-01,11,257
u009,Instagram,Had a great time with friends today!,261,30,2025-05-01 13:53:20,379,803,positive,NC,2025-05-01,13,291
u009,Facebook,Overwhelmed and can't focus.,77,12,2025-05-01 13:53:20,168,917,negative,NC,2025-05-01,13,89
u009,Instagram,Feeling blessed and happy.,31,39,2025-05-01 20:53:20,636,623,positive,NC,2025-05-01,20,70
u009,Instagram,Smiling through the little joys.,265,19,2025-05-02 07:53:20,624,885,positive,NC,2025-05-02,7,284
u009,Instagram,Overwhelmed and can't focus.,161,27,2025-05-01 16:53:20,454,534,negative,NC,2025-05-01,16,188
u009,Instagram,Nothing seems right anymore.,77,22,2025-05-02 17:53:20,433,360,negative,NC,2025-05-02,17,99
u009,Instagram,I feel so disconnected from everyone.,79,37,2025-05-01 18:53:20,421,923,negative,NC,2025-05-01,18,116
u009,Instagram,Overwhelmed and can't focus.,214,39,2025-05-02 11:53:20,372,604,negative,NC,2025-05-02,11,253
u009,Instagram,Had a great time with friends today!,89,23,2025-05-03 08:53:20,601,846,positive,NC,2025-05-03,8,112
u009,Facebook,Feeling anxious and tired lately.,241,14,2025-05-02 17:53:20,620,204,negative,NC,2025-05-02,17,255
u009,Facebook,Smiling through the little joys.,120,10,2025-05-02 09:53:20,551,626,positive,NC,2025-05-02,9,130
u009,Facebook,Feeling blessed and happy.,212,10,2025-05-02 11:53:20,947,235,positive,NC,2025-05-02,11,222
u009,Instagram,Overwhelmed and can't focus.,179,17,2025-05-04 04:53:20,604,852,negative,NC,2025-05-04,4,196
u009,Facebook,I feel so disconnected from everyone.,150,18,2025-05-04 09:53:20,694,915,negative,NC,2025-05-04,9,168
u009,Instagram,Overwhelmed and can't focus.,265,14,2025-05-05 05:53:20,738,648,negative,NC,2025-05-05,5,279
u009,Instagram,I feel so disconnected from everyone.,15,40,2025-05-04 19:53:20,395,181,negative,NC,2025-05-04,19,55
u009,Facebook,Overwhelmed and can't focus.,103,6,2025-05-05 17:53:20,702,851,negative,NC,2025-05-05,17,109
u010,Instagram,Feeling blessed and happy.,75,29,2025-05-03 11:53:20,750,655,positive,CR,2025-05-03,11,104
u010,Instagram,Had a great time with friends today!,121,9,2025-05-03 16:53:20,600,680,positive,CR,2025-05-03,16,130
u010,Facebook,Feeling blessed and happy.,158,45,2025-05-03 13:53:20,632,763,positive,CR,2025-05-03,13,203
u010,Facebook,Overwhelmed and can't focus.,221,38,2025-05-03 14:53:20,999,164,negative,CR,2025-05-03,14,259
u010,Instagram,I feel so disconnected from everyone.,117,15,2025-05-03 23:53:20,263,571,negative,CR,2025-05-03,23,132
u010,Instagram,Smiling through the little joys.,222,23,2025-05-04 07:53:20,603,840,positive,CR,2025-05-04,7,245
u010,Instagram,Enjoying every moment of life.,96,43,2025-05-03 23:53:20,983,734,positive,CR,2025-05-03,23,139
u010,Instagram,Nothing seems right anymore.,281,19,2025-05-04 08:53:20,923,611,negative,CR,2025-05-04,8,300
u010,Instagram,Overwhelmed and can't focus.,163,47,2025-05-05 11:53:20,678,447,negative,CR,2025-05-05,11,210
u010,Instagram,Enjoying every moment of life.,67,11,2025-05-04 14:53:20,930,592,positive,CR,2025-05-04,14,78
u010,Facebook,Overwhelmed and can't focus.,8,14,2025-05-03 21:53:20,957,915,negative,CR,2025-05-03,21,22
u010,Instagram,Smiling through the little joys.,285,7,2025-05-04 20:53:20,973,457,positive,CR,2025-05-04,20,292
u010,Facebook,Had a great time with friends today!,122,39,2025-05-06 11:53:20,376,911,positive,CR,2025-05-06,11,161
u010,Instagram,Feeling blessed and happy.,57,26,2025-05-05 15:53:20,495,678,positive,CR,2025-05-05,15,83
u010,Instagram,Enjoying every moment of life.,13,37,2025-05-06 09:53:20,653,838,positive,CR,2025-05-06,9,50
u010,Facebook,Had a great time with friends today!,77,47,2025-05-05 08:53:20,603,807,positive,CR,2025-05-05,8,124
u010,Instagram,Overwhelmed and can't focus.,123,32,2025-05-07 11:53:20,541,487,negative,CR,2025-05-07,11,155
u010,Instagram,Enjoying every moment of life.,150,26,2025-05-05 14:53:20,846,526,positive,CR,2025-05-05,14,176
u010,Instagram,Enjoying every moment of life.,49,7,2025-05-06 11:53:20,517,309,positive,CR,2025-05-06,11,56
u010,Facebook,Smiling through the little joys.,96,46,2025-05-04 06:53:20,417,707,positive,CR,2025-05-04,6,142
u011,Instagram,Feeling anxious and tired lately.,255,13,2025-05-09 11:53:20,234,361,negative,CR,2025-05-09,11,268
u011,Facebook,Nothing seems right anymore.,126,47,2025-05-09 13:53:20,980,733,negative,CR,2025-05-09,13,173
u011,Instagram,Overwhelmed and can't focus.,59,11,2025-05-09 13:53:20,176,889,negative,CR,2025-05-09,13,70
u011,Facebook,Had a great time with friends today!,157,28,2025-05-09 17:53:20,705,209,positive,CR,2025-05-09,17,185
u011,Instagram,Had a great time with friends today!,176,0,2025-05-09 23:53:20,699,156,positive,CR,2025-05-09,23,176
u011,Facebook,Smiling through the little joys.,130,15,2025-05-09 16:53:20,655,819,positive,CR,2025-05-09,16,145
u011,Facebook,Overwhelmed and can't focus.,276,6,2025-05-09 23:53:20,101,455,negative,CR,2025-05-09,23,282
u011,Instagram,Overwhelmed and can't focus.,228,34,2025-05-10 22:53:20,376,632,negative,CR,2025-05-10,22,262
u011,Instagram,Enjoying every moment of life.,269,43,2025-05-09 19:53:20,767,841,positive,CR,2025-05-09,19,312
u011,Facebook,Nothing seems right anymore.,96,39,2025-05-10 14:53:20,816,981,negative,CR,2025-05-10,14,135
u011,Facebook,Feeling blessed and happy.,164,4,2025-05-10 17:53:20,863,631,positive,CR,2025-05-10,17,168
u011,Facebook,Had a great time with friends today!,300,11,2025-05-10 09:53:20,379,325,positive,CR,2025-05-10,9,311
u011,Instagram,Feeling anxious and tired lately.,300,27,2025-05-10 11:53:20,171,852,negative,CR,2025-05-10,11,327
u011,Facebook,I feel so disconnected from everyone.,188,50,2025-05-11 02:53:20,865,845,negative,CR,2025-05-11,2,238
u011,Facebook,Feeling blessed and happy.,160,29,2025-05-12 09:53:20,583,644,positive,CR,2025-05-12,9,189
u011,Instagram,Had a great time with friends today!,189,50,2025-05-10 17:53:20,348,849,positive,CR,2025-05-10,17,239
u011,Facebook,Feeling anxious and tired lately.,63,4,2025-05-10 19:53:20,548,598,negative,CR,2025-05-10,19,67
u011,Instagram,I feel so disconnected from everyone.,74,20,2025-05-10 04:53:20,658,185,negative,CR,2025-05-10,4,94
u011,Facebook,Enjoying every moment of life.,125,4,2025-05-10 23:53:20,995,656,positive,CR,2025-05-10,23,129
u012,Instagram,Had a great time with friends today!,38,15,2025-05-03 11:53:20,986,801,positive,NC,2025-05-03,11,53
u012,Facebook,I feel so disconnected from everyone.,66,16,2025-05-03 14:53:20,248,734,negative,NC,2025-05-03,14,82
u012,Instagram,Smiling through the little joys.,10,17,2025-05-03 15:53:20,431,271,positive,NC,2025-05-03,15,27
u012,Facebook,Overwhelmed and can't focus.,208,39,2025-05-03 20:53:20,173,603,negative,NC,2025-05-03,20,247
u012,Instagram,I feel so disconnected from everyone.,4,38,2025-05-03 19:53:20,494,300,negative,NC,2025-05-03,19,42
u012,Facebook,Enjoying every moment of life.,140,42,2025-05-04 02:53:20,513,568,positive,NC,2025-05-04,2,182
u012,Instagram,Had a great time with friends today!,185,2,2025-05-04 23:53:20,749,546,positive,NC,2025-05-04,23,187
u012,Instagram,Overwhelmed and can't focus.,28,32,2025-05-04 15:53:20,941,254,negative,NC,2025-05-04,15,60
u012,Facebook,Smiling through the little joys.,283,17,2025-05-05 11:53:20,605,241,positive,NC,2025-05-05,11,300
u012,Instagram,Overwhelmed and can't focus.,100,5,2025-05-04 14:53:20,386,503,negative,NC,2025-05-04,14,105
u012,Facebook,Feeling anxious and tired lately.,154,8,2025-05-05 23:53:20,413,420,negative,NC,2025-05-05,23,162
u012,Instagram,Enjoying every moment of life.,78,8,2025-05-05 07:53:20,331,506,positive,NC,2025-05-05,7,86
u012,Instagram,Had a great time with friends today!,135,19,2025-05-04 23:53:20,741,408,positive,NC,2025-05-04,23,154
u012,Instagram,Enjoying every moment of life.,146,31,2025-05-06 04:53:20,992,465,positive,NC,2025-05-06,4,177
u012,Instagram,Feeling anxious and tired lately.,69,7,2025-05-04 01:53:20,430,979,negative,NC,2025-05-04,1,76
u012,Facebook,Nothing seems right anymore.,268,18,2025-05-04 02:53:20,589,799,negative,NC,2025-05-04,2,286
u012,Instagram,I feel so disconnected from everyone.,282,15,2025-05-04 03:53:20,640,166,negative,NC,2025-05-04,3,297
u012,Instagram,Had a great time with friends today!,31,40,2025-05-05 14:53:20,577,518,positive,NC,2025-05-05,14,71
u012,Facebook,Nothing seems right anymore.,149,30,2025-05-04 23:53:20,433,434,negative,NC,2025-05-04,23,179
